Per Transaction Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reporting Period: ,2020-05-01 to 2020-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Native Retail Currency: ,RUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Native Partner Currency: ,RUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country,Transaction Date,Name of Title,Season Title,Show Title,Channel Name,Video Category,YouTube Video ID,Play Asset ID,EIDR Title ID,EIDR Edit ID,Partner Reporting ID,Transaction Import Source,Transaction Type,Resolution,Refund/Chargeback,Coupon Used,Campaign ID,Purchase Location,Retail Price (USD),Native Retail Price (RUB),Tax Exclusive Retail Price (USD),Native Tax Exclusive Retail Price (RUB),Total Tax (USD),Native Total Tax,Partner Earnings Fraction,Contractual Minimum Partner Earnings (USD),Native Contractual Minimum Partner Earnings (RUB),Partner Earnings Using Tax Exclusive Retail Price (USD),Native Partner Earnings Using Tax Exclusive Retail Price (RUB),Partner Funded Discounts (USD),Native Partner Funded Discounts (RUB),Final Partner Earnings (USD),Native Final Partner Earnings (RUB),Conversion Rate
"RU,2020-05-16,""Отель """"Белград"""""",,,,Movie,AcNQN9b9_2Y,,NULL,NULL,,,EST,HD,False,False,,YouTube,5.02,369.00,4.18,307.50,0.84,61.50,0.00,3.41,250.00,3.41,250.00,0.00,0.00,3.41,250.00,0.013601"
RU,2020-05-19,Текст,,,,Movie,,BKbN_ok0LtA.P,NULL,NULL,,,EST,HD,False,False,,Google Play,4.55,329.00,3.79,274.17,0.76,54.83,0.00,3.45,250.00,3.45,250.00,0.00,0.00,3.45,250.00,0.013800
"RU,2020-05-19,""Отель """"Белград"""""",,,,Movie,,vvKfCzF7BVY.P,NULL,NULL,,,EST,HD,False,False,,Google Play,5.10,369.00,4.25,307.50,0.85,61.50,0.00,3.45,250.00,3.45,250.00,0.00,0.00,3.45,250.00,0.013800"
RU,2020-05-19,Война токов,,,,Movie,,Nm_XajeRDn4.P,NULL,NULL,,,EST,HD,False,False,,Google Play,3.72,269.00,3.10,224.17,0.62,44.83,0.00,2.42,175.00,2.42,175.00,0.00,0.00,2.42,175.00,0.013800
RU,2020-05-19,Текст,,,,Movie,,BKbN_ok0LtA.P,NULL,NULL,,,EST,HD,False,False,,Google Play,4.55,329.00,3.79,274.17,0.76,54.83,0.00,3.45,250.00,3.45,250.00,0.00,0.00,3.45,250.00,0.013800
RU,2020-05-19,Француз,,,,Movie,,AcfL9DxiuZY.P,NULL,NULL,,,EST,HD,False,False,,Google Play,4.55,329.00,3.79,274.17,0.76,54.83,0.00,2.97,215.00,2.97,215.00,0.00,0.00,2.97,215.00,0.013800
"RU,2020-05-19,""Отель """"Белград"""""",,,,Movie,,vvKfCzF7BVY.P,NULL,NULL,,,EST,HD,False,False,,Google Play,5.10,369.00,4.25,307.50,0.85,61.50,0.00,3.45,250.00,3.45,250.00,0.00,0.00,3.45,250.00,0.013800"
RU,2020-05-19,Война токов,,,,Movie,,Nm_XajeRDn4.P,NULL,NULL,,,EST,HD,False,False,,Google Play,3.72,269.00,3.10,224.17,0.62,44.83,0.00,2.42,175.00,2.42,175.00,0.00,0.00,2.42,175.00,0.013800
RU,2020-05-10,Война токов,,,,Movie,_vAt_QwjKfE,,NULL,NULL,,,EST,HD,False,False,,YouTube,3.66,269.00,3.05,224.17,0.61,44.83,0.00,2.38,175.00,2.38,175.00,0.00,0.00,2.38,175.00,0.013597
RU,2020-05-27,Подарок с характером,,,,Movie,jonxVBnQMKU,,NULL,NULL,,,EST,HD,False,False,,YouTube,3.79,269.00,3.16,224.17,0.63,44.83,0.00,2.47,175.00,2.47,175.00,0.00,0.00,2.47,175.00,0.014085
