Per Transaction Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reporting Period: ,2020-05-01 to 2020-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Native Retail Currency: ,RUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Native Partner Currency: ,RUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country,Transaction Date,Name of Title,Season Title,Show Title,Channel Name,Video Category,YouTube Video ID,Play Asset ID,EIDR Title ID,EIDR Edit ID,Partner Reporting ID,Transaction Import Source,Transaction Type,Resolution,Refund/Chargeback,Coupon Used,Campaign ID,Purchase Location,Retail Price (USD),Native Retail Price (RUB),Tax Exclusive Retail Price (USD),Native Tax Exclusive Retail Price (RUB),Total Tax (USD),Native Total Tax,Partner Earnings Fraction,Contractual Minimum Partner Earnings (USD),Native Contractual Minimum Partner Earnings (RUB),Partner Earnings Using Tax Exclusive Retail Price (USD),Native Partner Earnings Using Tax Exclusive Retail Price (RUB),Partner Funded Discounts (USD),Native Partner Funded Discounts (RUB),Final Partner Earnings (USD),Native Final Partner Earnings (RUB),Conversion Rate
"RU,2020-05-08,""Отель """"Белград"""""",,,,Movie,AcNQN9b9_2Y,,NULL,NULL,,,EST,HD,False,False,,YouTube,5.02,369.00,4.18,307.50,0.84,61.50,0.00,3.40,250.00,3.40,250.00,0.00,0.00,3.40,250.00,0.013598"
RU,2020-05-08,Побег из джунглей,,,,Movie,y8qVM6Yw6y0,,NULL,NULL,,,EST,HD,False,False,,YouTube,4.48,329.00,3.73,274.17,0.75,54.83,0.00,2.93,215.00,2.93,215.00,0.00,0.00,2.93,215.00,0.013598
RU,2020-05-10,Война токов,,,,Movie,_vAt_QwjKfE,,NULL,NULL,,,EST,HD,False,False,,YouTube,3.66,269.00,3.05,224.17,0.61,44.83,0.00,2.38,175.00,2.38,175.00,0.00,0.00,2.38,175.00,0.013597
"RU,2020-05-10,""Отель """"Белград"""""",,,,Movie,AcNQN9b9_2Y,,NULL,NULL,,,EST,HD,False,False,,YouTube,5.02,369.00,4.18,307.50,0.84,61.50,0.00,3.40,250.00,3.40,250.00,0.00,0.00,3.40,250.00,0.013597"
RU,2020-05-10,Война токов,,,,Movie,_vAt_QwjKfE,,NULL,NULL,,,EST,HD,False,False,,YouTube,3.66,269.00,3.05,224.17,0.61,44.83,0.00,2.38,175.00,2.38,175.00,0.00,0.00,2.38,175.00,0.013597
"RU,2020-05-10,""Отель """"Белград"""""",,,,Movie,AcNQN9b9_2Y,,NULL,NULL,,,EST,HD,False,False,,YouTube,5.02,369.00,4.18,307.50,0.84,61.50,0.00,3.40,250.00,3.40,250.00,0.00,0.00,3.40,250.00,0.013597"
"RU,2020-05-10,""Отель """"Белград"""""",,,,Movie,AcNQN9b9_2Y,,NULL,NULL,,,EST,HD,False,False,,YouTube,5.02,369.00,4.18,307.50,0.84,61.50,0.00,3.40,250.00,3.40,250.00,0.00,0.00,3.40,250.00,0.013597"
RU,2020-05-10,Война токов,,,,Movie,_vAt_QwjKfE,,NULL,NULL,,,EST,HD,False,False,,YouTube,3.66,269.00,3.05,224.17,0.61,44.83,0.00,2.38,175.00,2.38,175.00,0.00,0.00,2.38,175.00,0.013597
RU,2020-05-10,Текст,,,,Movie,7SdigstCzcA,,NULL,NULL,,,EST,HD,False,False,,YouTube,4.48,329.00,3.73,274.17,0.75,54.83,0.00,3.40,250.00,3.40,250.00,0.00,0.00,3.40,250.00,0.013597
RU,2020-05-10,Война токов,,,,Movie,_vAt_QwjKfE,,NULL,NULL,,,EST,HD,False,False,,YouTube,3.66,269.00,3.05,224.17,0.61,44.83,0.00,2.38,175.00,2.38,175.00,0.00,0.00,2.38,175.00,0.013597
RU,2020-05-10,Война токов,,,,Movie,_vAt_QwjKfE,,NULL,NULL,,,EST,HD,False,False,,YouTube,3.66,269.00,3.05,224.17,0.61,44.83,0.00,2.38,175.00,2.38,175.00,0.00,0.00,2.38,175.00,0.013597
"RU,2020-05-15,""Отель """"Белград"""""",,,,Movie,AcNQN9b9_2Y,,NULL,NULL,,,EST,HD,False,False,,YouTube,5.02,369.00,4.18,307.50,0.84,61.50,0.00,3.40,250.00,3.40,250.00,0.00,0.00,3.40,250.00,0.013600"
RU,2020-05-15,Война токов,,,,Movie,_vAt_QwjKfE,,NULL,NULL,,,EST,HD,False,False,,YouTube,3.66,269.00,3.05,224.17,0.61,44.83,0.00,2.38,175.00,2.38,175.00,0.00,0.00,2.38,175.00,0.013600
RU,2020-05-15,Война токов,,,,Movie,_vAt_QwjKfE,,NULL,NULL,,,EST,HD,False,False,,YouTube,3.66,269.00,3.05,224.17,0.61,44.83,0.00,2.38,175.00,2.38,175.00,0.00,0.00,2.38,175.00,0.013600
"RU,2020-05-15,""Отель """"Белград"""""",,,,Movie,AcNQN9b9_2Y,,NULL,NULL,,,EST,HD,False,False,,YouTube,5.02,369.00,4.18,307.50,0.84,61.50,0.00,3.40,250.00,3.40,250.00,0.00,0.00,3.40,250.00,0.013600"
RU,2020-05-15,Одесса,,,,Movie,vqBcG5i16uc,,NULL,NULL,,,EST,HD,False,False,,YouTube,5.02,369.00,4.18,307.50,0.84,61.50,0.00,3.40,250.00,3.40,250.00,0.00,0.00,3.40,250.00,0.013600
RU,2020-05-15,Война токов,,,,Movie,_vAt_QwjKfE,,NULL,NULL,,,EST,HD,False,False,,YouTube,3.66,269.00,3.05,224.17,0.61,44.83,0.00,2.38,175.00,2.38,175.00,0.00,0.00,2.38,175.00,0.013600
"RU,2020-05-15,""Отель """"Белград"""""",,,,Movie,AcNQN9b9_2Y,,NULL,NULL,,,EST,HD,False,False,,YouTube,5.02,369.00,4.18,307.50,0.84,61.50,0.00,3.40,250.00,3.40,250.00,0.00,0.00,3.40,250.00,0.013600"
RU,2020-05-12,Побег из джунглей,,,,Movie,y8qVM6Yw6y0,,NULL,NULL,,,EST,HD,False,False,,YouTube,4.49,329.00,3.74,274.17,0.75,54.83,0.00,2.93,215.00,2.93,215.00,0.00,0.00,2.93,215.00,0.013627
"RU,2020-05-12,""Отель """"Белград"""""",,,,Movie,AcNQN9b9_2Y,,NULL,NULL,,,EST,HD,False,False,,YouTube,5.03,369.00,4.19,307.50,0.84,61.50,0.00,3.41,250.00,3.41,250.00,0.00,0.00,3.41,250.00,0.013627"
"RU,2020-05-12,""Отель """"Белград"""""",,,,Movie,AcNQN9b9_2Y,,NULL,NULL,,,EST,HD,False,False,,YouTube,5.03,369.00,4.19,307.50,0.84,61.50,0.00,3.41,250.00,3.41,250.00,0.00,0.00,3.41,250.00,0.013627"
RU,2020-05-12,Война токов,,,,Movie,_vAt_QwjKfE,,NULL,NULL,,,EST,HD,False,False,,YouTube,3.67,269.00,3.06,224.17,0.61,44.83,0.00,2.39,175.00,2.39,175.00,0.00,0.00,2.39,175.00,0.013627
RU,2020-05-12,Война токов,,,,Movie,_vAt_QwjKfE,,NULL,NULL,,,EST,HD,False,False,,YouTube,3.67,269.00,3.06,224.17,0.61,44.83,0.00,2.39,175.00,2.39,175.00,0.00,0.00,2.39,175.00,0.013627
"RU,2020-05-12,""Отель """"Белград"""""",,,,Movie,AcNQN9b9_2Y,,NULL,NULL,,,EST,HD,False,False,,YouTube,5.03,369.00,4.19,307.50,0.84,61.50,0.00,3.41,250.00,3.41,250.00,0.00,0.00,3.41,250.00,0.013627"
RU,2020-05-12,Война токов,,,,Movie,_vAt_QwjKfE,,NULL,NULL,,,EST,HD,False,False,,YouTube,3.67,269.00,3.06,224.17,0.61,44.83,0.00,2.39,175.00,2.39,175.00,0.00,0.00,2.39,175.00,0.013627
RU,2020-05-05,Война токов,,,,Movie,_vAt_QwjKfE,,NULL,NULL,,,EST,HD,False,False,,YouTube,3.65,269.00,3.04,224.17,0.61,44.83,0.00,2.37,175.00,2.37,175.00,0.00,0.00,2.37,175.00,0.013533
RU,2020-05-05,Текст,,,,Movie,7SdigstCzcA,,NULL,NULL,,,EST,HD,False,False,,YouTube,4.46,329.00,3.72,274.17,0.74,54.83,0.00,3.39,250.00,3.39,250.00,0.00,0.00,3.39,250.00,0.013533
RU,2020-05-05,Текст,,,,Movie,7SdigstCzcA,,NULL,NULL,,,EST,HD,False,False,,YouTube,4.46,329.00,3.72,274.17,0.74,54.83,0.00,3.39,250.00,3.39,250.00,0.00,0.00,3.39,250.00,0.013533
"RU,2020-05-01,""Отель """"Белград"""""",,,,Movie,,vvKfCzF7BVY.P,NULL,NULL,,,EST,HD,False,False,,Google Play,4.90,369.00,4.08,307.50,0.82,61.50,0.00,3.32,250.00,3.32,250.00,0.00,0.00,3.32,250.00,0.013260"
RU,2020-05-01,Смерть нам к лицу,,,,Movie,,1JokgKUipQs.P,NULL,NULL,,,EST,HD,True,False,,Google Play,3.57,269.00,2.98,224.17,0.59,44.83,0.00,2.33,175.00,-2.33,-175.00,0.00,0.00,-2.33,-175.00,0.013260
"RU,2020-05-01,""Отель """"Белград"""""",,,,Movie,,vvKfCzF7BVY.P,NULL,NULL,,,EST,HD,False,False,,Google Play,4.90,369.00,4.08,307.50,0.82,61.50,0.00,3.32,250.00,3.32,250.00,0.00,0.00,3.32,250.00,0.013260"
"RU,2020-05-01,""Отель """"Белград"""""",,,,Movie,,vvKfCzF7BVY.P,NULL,NULL,,,EST,HD,False,False,,Google Play,4.90,369.00,4.08,307.50,0.82,61.50,0.00,3.32,250.00,3.32,250.00,0.00,0.00,3.32,250.00,0.013260"
"RU,2020-05-01,""Отель """"Белград"""""",,,,Movie,,vvKfCzF7BVY.P,NULL,NULL,,,EST,HD,False,False,,Google Play,4.90,369.00,4.08,307.50,0.82,61.50,0.00,3.32,250.00,3.32,250.00,0.00,0.00,3.32,250.00,0.013260"
RU,2020-05-01,Подарок с характером,,,,Movie,,ze-8i7NVUL8.P,NULL,NULL,,,EST,HD,False,False,,Google Play,3.57,269.00,2.98,224.17,0.59,44.83,0.00,2.33,175.00,2.33,175.00,0.00,0.00,2.33,175.00,0.013260
"RU,2020-05-01,""Отель """"Белград"""""",,,,Movie,,vvKfCzF7BVY.P,NULL,NULL,,,EST,HD,False,False,,Google Play,4.90,369.00,4.08,307.50,0.82,61.50,0.00,3.32,250.00,3.32,250.00,0.00,0.00,3.32,250.00,0.013260"
"RU,2020-05-01,""Отель """"Белград"""""",,,,Movie,,vvKfCzF7BVY.P,NULL,NULL,,,EST,HD,False,False,,Google Play,4.90,369.00,4.08,307.50,0.82,61.50,0.00,3.32,250.00,3.32,250.00,0.00,0.00,3.32,250.00,0.013260"
RU,2020-05-01,Предатель,,,,Movie,,60GLbN3h0Yk.P,NULL,NULL,,,EST,HD,False,False,,Google Play,4.90,369.00,4.08,307.50,0.82,61.50,0.00,3.32,250.00,3.32,250.00,0.00,0.00,3.32,250.00,0.013260
RU,2020-05-01,Подарок с характером,,,,Movie,,ze-8i7NVUL8.P,NULL,NULL,,,EST,HD,False,False,,Google Play,3.57,269.00,2.98,224.17,0.59,44.83,0.00,2.33,175.00,2.33,175.00,0.00,0.00,2.33,175.00,0.013260
"RU,2020-05-01,""Отель """"Белград"""""",,,,Movie,,vvKfCzF7BVY.P,NULL,NULL,,,EST,HD,False,False,,Google Play,4.90,369.00,4.08,307.50,0.82,61.50,0.00,3.32,250.00,3.32,250.00,0.00,0.00,3.32,250.00,0.013260"
RU,2020-05-01,Война токов,,,,Movie,,Nm_XajeRDn4.P,NULL,NULL,,,EST,HD,False,False,,Google Play,3.57,269.00,2.98,224.17,0.59,44.83,0.00,2.33,175.00,2.33,175.00,0.00,0.00,2.33,175.00,0.013260
RU,2020-05-01,Француз,,,,Movie,,AcfL9DxiuZY.P,NULL,NULL,,,EST,HD,False,False,,Google Play,4.37,329.00,3.64,274.17,0.73,54.83,0.00,2.86,215.00,2.86,215.00,0.00,0.00,2.86,215.00,0.013260
"RU,2020-05-01,""Отель """"Белград"""""",,,,Movie,,vvKfCzF7BVY.P,NULL,NULL,,,EST,HD,False,False,,Google Play,4.90,369.00,4.08,307.50,0.82,61.50,0.00,3.32,250.00,3.32,250.00,0.00,0.00,3.32,250.00,0.013260"
RU,2020-05-01,Текст,,,,Movie,,BKbN_ok0LtA.P,NULL,NULL,,,EST,HD,False,False,,Google Play,4.37,329.00,3.64,274.17,0.73,54.83,0.00,3.32,250.00,3.32,250.00,0.00,0.00,3.32,250.00,0.013260
RU,2020-05-01,Одесса,,,,Movie,,BdNzOEWo97M.P,NULL,NULL,,,EST,HD,False,False,,Google Play,4.90,369.00,4.08,307.50,0.82,61.50,0.00,3.32,250.00,3.32,250.00,0.00,0.00,3.32,250.00,0.013260
RU,2020-05-01,Война токов,,,,Movie,,Nm_XajeRDn4.P,NULL,NULL,,,EST,HD,False,False,,Google Play,3.57,269.00,2.98,224.17,0.59,44.83,0.00,2.33,175.00,2.33,175.00,0.00,0.00,2.33,175.00,0.013260
RU,2020-05-01,Текст,,,,Movie,,BKbN_ok0LtA.P,NULL,NULL,,,EST,HD,False,False,,Google Play,4.37,329.00,3.64,274.17,0.73,54.83,0.00,3.32,250.00,3.32,250.00,0.00,0.00,3.32,250.00,0.013260
RU,2020-05-01,Война токов,,,,Movie,,Nm_XajeRDn4.P,NULL,NULL,,,EST,HD,False,False,,Google Play,3.57,269.00,2.98,224.17,0.59,44.83,0.00,2.33,175.00,2.33,175.00,0.00,0.00,2.33,175.00,0.013260
"RU,2020-05-01,""Отель """"Белград"""""",,,,Movie,,vvKfCzF7BVY.P,NULL,NULL,,,EST,HD,False,False,,Google Play,4.90,369.00,4.08,307.50,0.82,61.50,0.00,3.32,250.00,3.32,250.00,0.00,0.00,3.32,250.00,0.013260"
RU,2020-05-01,Война токов,,,,Movie,,Nm_XajeRDn4.P,NULL,NULL,,,EST,HD,False,False,,Google Play,3.57,269.00,2.98,224.17,0.59,44.83,0.00,2.33,175.00,2.33,175.00,0.00,0.00,2.33,175.00,0.013260
RU,2020-05-06,Война токов,,,,Movie,_vAt_QwjKfE,,NULL,NULL,,,EST,HD,False,False,,YouTube,3.62,269.00,3.02,224.17,0.60,44.83,0.00,2.36,175.00,2.36,175.00,0.00,0.00,2.36,175.00,0.013436
RU,2020-05-06,Война токов,,,,Movie,_vAt_QwjKfE,,NULL,NULL,,,EST,HD,False,False,,YouTube,3.62,269.00,3.02,224.17,0.60,44.83,0.00,2.36,175.00,2.36,175.00,0.00,0.00,2.36,175.00,0.013436
RU,2020-05-06,Текст,,,,Movie,7SdigstCzcA,,NULL,NULL,,,EST,HD,False,False,,YouTube,4.43,329.00,3.69,274.17,0.74,54.83,0.00,3.36,250.00,3.36,250.00,0.00,0.00,3.36,250.00,0.013436
"RU,2020-05-06,""Отель """"Белград"""""",,,,Movie,AcNQN9b9_2Y,,NULL,NULL,,,EST,HD,False,False,,YouTube,4.96,369.00,4.13,307.50,0.83,61.50,0.00,3.36,250.00,3.36,250.00,0.00,0.00,3.36,250.00,0.013436"
RU,2020-05-06,Странники терпенья,,,,Movie,TcX4Aex7b_w,,NULL,NULL,,,EST,HD,False,False,,YouTube,4.96,369.00,4.13,307.50,0.83,61.50,0.00,3.36,250.00,3.36,250.00,0.00,0.00,3.36,250.00,0.013436
RU,2020-05-11,Странники терпенья,,,,Movie,TcX4Aex7b_w,,NULL,NULL,,,EST,HD,False,False,,YouTube,5.02,369.00,4.18,307.50,0.84,61.50,0.00,3.40,250.00,3.40,250.00,0.00,0.00,3.40,250.00,0.013579
RU,2020-05-11,Война токов,,,,Movie,_vAt_QwjKfE,,NULL,NULL,,,EST,HD,False,False,,YouTube,3.66,269.00,3.05,224.17,0.61,44.83,0.00,2.38,175.00,2.38,175.00,0.00,0.00,2.38,175.00,0.013579
"RU,2020-05-11,""Отель """"Белград"""""",,,,Movie,AcNQN9b9_2Y,,NULL,NULL,,,EST,HD,False,False,,YouTube,5.02,369.00,4.18,307.50,0.84,61.50,0.00,3.40,250.00,3.40,250.00,0.00,0.00,3.40,250.00,0.013579"
RU,2020-05-11,Текст,,,,Movie,7SdigstCzcA,,NULL,NULL,,,EST,HD,False,False,,YouTube,4.47,329.00,3.73,274.17,0.74,54.83,0.00,3.40,250.00,3.40,250.00,0.00,0.00,3.40,250.00,0.013579
RU,2020-05-11,Текст,,,,Movie,7SdigstCzcA,,NULL,NULL,,,EST,HD,False,False,,YouTube,4.47,329.00,3.73,274.17,0.74,54.83,0.00,3.40,250.00,3.40,250.00,0.00,0.00,3.40,250.00,0.013579
RU,2020-05-07,Война токов,,,,Movie,_vAt_QwjKfE,,NULL,NULL,,,EST,HD,False,False,,YouTube,3.64,269.00,3.03,224.17,0.61,44.83,0.00,2.37,175.00,2.37,175.00,0.00,0.00,2.37,175.00,0.013529
RU,2020-05-07,Война токов,,,,Movie,_vAt_QwjKfE,,NULL,NULL,,,EST,HD,False,False,,YouTube,3.64,269.00,3.03,224.17,0.61,44.83,0.00,2.37,175.00,2.37,175.00,0.00,0.00,2.37,175.00,0.013529
RU,2020-05-07,Текст,,,,Movie,7SdigstCzcA,,NULL,NULL,,,EST,HD,False,False,,YouTube,4.46,329.00,3.72,274.17,0.74,54.83,0.00,3.39,250.00,3.39,250.00,0.00,0.00,3.39,250.00,0.013529
"RU,2020-05-07,""Отель """"Белград"""""",,,,Movie,AcNQN9b9_2Y,,NULL,NULL,,,EST,HD,False,False,,YouTube,5.00,369.00,4.17,307.50,0.83,61.50,0.00,3.39,250.00,3.39,250.00,0.00,0.00,3.39,250.00,0.013529"
RU,2020-05-07,Война токов,,,,Movie,_vAt_QwjKfE,,NULL,NULL,,,EST,HD,False,False,,YouTube,3.64,269.00,3.03,224.17,0.61,44.83,0.00,2.37,175.00,2.37,175.00,0.00,0.00,2.37,175.00,0.013529
RU,2020-05-07,Текст,,,,Movie,7SdigstCzcA,,NULL,NULL,,,EST,HD,False,False,,YouTube,4.46,329.00,3.72,274.17,0.74,54.83,0.00,3.39,250.00,3.39,250.00,0.00,0.00,3.39,250.00,0.013529
RU,2020-05-10,Война токов,,,,Movie,,Nm_XajeRDn4.P,NULL,NULL,,,EST,HD,False,False,,Google Play,3.66,269.00,3.05,224.17,0.61,44.83,0.00,2.38,175.00,2.38,175.00,0.00,0.00,2.38,175.00,0.013597
"RU,2020-05-10,""Отель """"Белград"""""",,,,Movie,,vvKfCzF7BVY.P,NULL,NULL,,,EST,HD,False,False,,Google Play,5.02,369.00,4.18,307.50,0.84,61.50,0.00,3.40,250.00,3.40,250.00,0.00,0.00,3.40,250.00,0.013597"
RU,2020-05-10,Текст,,,,Movie,,BKbN_ok0LtA.P,NULL,NULL,,,EST,HD,False,False,,Google Play,4.48,329.00,3.73,274.17,0.75,54.83,0.00,3.40,250.00,3.40,250.00,0.00,0.00,3.40,250.00,0.013597
RU,2020-05-10,Подарок с характером,,,,Movie,,ze-8i7NVUL8.P,NULL,NULL,,,EST,HD,False,False,,Google Play,3.66,269.00,3.05,224.17,0.61,44.83,0.00,2.38,175.00,2.38,175.00,0.00,0.00,2.38,175.00,0.013597
RU,2020-05-10,Подарок с характером,,,,Movie,,ze-8i7NVUL8.P,NULL,NULL,,,EST,HD,False,False,,Google Play,3.66,269.00,3.05,224.17,0.61,44.83,0.00,2.38,175.00,2.38,175.00,0.00,0.00,2.38,175.00,0.013597
RU,2020-05-10,Текст,,,,Movie,,BKbN_ok0LtA.P,NULL,NULL,,,EST,HD,False,False,,Google Play,4.48,329.00,3.73,274.17,0.75,54.83,0.00,3.40,250.00,3.40,250.00,0.00,0.00,3.40,250.00,0.013597
RU,2020-05-10,Война токов,,,,Movie,,Nm_XajeRDn4.P,NULL,NULL,,,EST,HD,False,False,,Google Play,3.66,269.00,3.05,224.17,0.61,44.83,0.00,2.38,175.00,2.38,175.00,0.00,0.00,2.38,175.00,0.013597
"RU,2020-05-10,""Отель """"Белград"""""",,,,Movie,,vvKfCzF7BVY.P,NULL,NULL,,,EST,HD,False,False,,Google Play,5.02,369.00,4.18,307.50,0.84,61.50,0.00,3.40,250.00,3.40,250.00,0.00,0.00,3.40,250.00,0.013597"
RU,2020-05-10,Шахматист,,,,Movie,,ZPyxtUwsS1g.P,NULL,NULL,,,EST,HD,False,False,,Google Play,5.02,369.00,4.18,307.50,0.84,61.50,0.00,3.40,250.00,3.40,250.00,0.00,0.00,3.40,250.00,0.013597
RU,2020-05-10,Подарок с характером,,,,Movie,,ze-8i7NVUL8.P,NULL,NULL,,,EST,HD,False,False,,Google Play,3.66,269.00,3.05,224.17,0.61,44.83,0.00,2.38,175.00,2.38,175.00,0.00,0.00,2.38,175.00,0.013597
RU,2020-05-10,Война токов,,,,Movie,,Nm_XajeRDn4.P,NULL,NULL,,,EST,HD,False,False,,Google Play,3.66,269.00,3.05,224.17,0.61,44.83,0.00,2.38,175.00,2.38,175.00,0.00,0.00,2.38,175.00,0.013597
"RU,2020-05-03,""Отель """"Белград"""""",,,,Movie,AcNQN9b9_2Y,,NULL,NULL,,,EST,HD,False,False,,YouTube,4.90,369.00,4.08,307.50,0.82,61.50,0.00,3.32,250.00,3.32,250.00,0.00,0.00,3.32,250.00,0.013262"
RU,2020-05-09,Война токов,,,,Movie,_vAt_QwjKfE,,NULL,NULL,,,EST,HD,False,False,,YouTube,3.66,269.00,3.05,224.17,0.61,44.83,0.00,2.38,175.00,2.38,175.00,0.00,0.00,2.38,175.00,0.013597
"RU,2020-05-09,""Отель """"Белград"""""",,,,Movie,AcNQN9b9_2Y,,NULL,NULL,,,EST,HD,False,False,,YouTube,5.02,369.00,4.18,307.50,0.84,61.50,0.00,3.40,250.00,3.40,250.00,0.00,0.00,3.40,250.00,0.013597"
RU,2020-05-09,Война токов,,,,Movie,_vAt_QwjKfE,,NULL,NULL,,,EST,HD,False,False,,YouTube,3.66,269.00,3.05,224.17,0.61,44.83,0.00,2.38,175.00,2.38,175.00,0.00,0.00,2.38,175.00,0.013597
RU,2020-05-09,Война токов,,,,Movie,_vAt_QwjKfE,,NULL,NULL,,,EST,HD,False,False,,YouTube,3.66,269.00,3.05,224.17,0.61,44.83,0.00,2.38,175.00,2.38,175.00,0.00,0.00,2.38,175.00,0.013597
RU,2020-05-09,Война токов,,,,Movie,_vAt_QwjKfE,,NULL,NULL,,,EST,HD,False,False,,YouTube,3.66,269.00,3.05,224.17,0.61,44.83,0.00,2.38,175.00,2.38,175.00,0.00,0.00,2.38,175.00,0.013597
"RU,2020-05-09,""Отель """"Белград"""""",,,,Movie,AcNQN9b9_2Y,,NULL,NULL,,,EST,HD,False,False,,YouTube,5.02,369.00,4.18,307.50,0.84,61.50,0.00,3.40,250.00,3.40,250.00,0.00,0.00,3.40,250.00,0.013597"
RU,2020-05-09,Война токов,,,,Movie,_vAt_QwjKfE,,NULL,NULL,,,EST,HD,False,False,,YouTube,3.66,269.00,3.05,224.17,0.61,44.83,0.00,2.38,175.00,2.38,175.00,0.00,0.00,2.38,175.00,0.013597
RU,2020-05-14,Война токов,,,,Movie,,Nm_XajeRDn4.P,NULL,NULL,,,EST,HD,False,False,,Google Play,3.65,269.00,3.04,224.17,0.61,44.83,0.00,2.38,175.00,2.38,175.00,0.00,0.00,2.38,175.00,0.013543
"RU,2020-05-14,""Отель """"Белград"""""",,,,Movie,,vvKfCzF7BVY.P,NULL,NULL,,,EST,HD,False,False,,Google Play,5.00,369.00,4.17,307.50,0.83,61.50,0.00,3.39,250.00,3.39,250.00,0.00,0.00,3.39,250.00,0.013543"
RU,2020-05-14,Война токов,,,,Movie,,Nm_XajeRDn4.P,NULL,NULL,,,EST,HD,False,False,,Google Play,3.65,269.00,3.04,224.17,0.61,44.83,0.00,2.38,175.00,2.38,175.00,0.00,0.00,2.38,175.00,0.013543
RU,2020-05-14,Одесса,,,,Movie,,BdNzOEWo97M.P,NULL,NULL,,,EST,HD,False,False,,Google Play,5.00,369.00,4.17,307.50,0.83,61.50,0.00,3.39,250.00,3.39,250.00,0.00,0.00,3.39,250.00,0.013543
RU,2020-05-24,Текст,,,,Movie,,BKbN_ok0LtA.P,NULL,NULL,,,EST,HD,False,False,,Google Play,4.60,329.00,3.83,274.17,0.77,54.83,0.00,3.49,250.00,3.49,250.00,0.00,0.00,3.49,250.00,0.013954
"RU,2020-05-24,""Отель """"Белград"""""",,,,Movie,,vvKfCzF7BVY.P,NULL,NULL,,,EST,HD,False,False,,Google Play,5.15,369.00,4.29,307.50,0.86,61.50,0.00,3.49,250.00,3.49,250.00,0.00,0.00,3.49,250.00,0.013954"
RU,2020-05-24,Текст,,,,Movie,,BKbN_ok0LtA.P,NULL,NULL,,,EST,HD,False,False,,Google Play,4.60,329.00,3.83,274.17,0.77,54.83,0.00,3.49,250.00,3.49,250.00,0.00,0.00,3.49,250.00,0.013954
"RU,2020-05-05,""Отель """"Белград"""""",,,,Movie,,vvKfCzF7BVY.P,NULL,NULL,,,EST,HD,False,False,,Google Play,5.00,369.00,4.17,307.50,0.83,61.50,0.00,3.39,250.00,3.39,250.00,0.00,0.00,3.39,250.00,0.013533"
"RU,2020-05-05,""Отель """"Белград"""""",,,,Movie,,vvKfCzF7BVY.P,NULL,NULL,,,EST,HD,False,False,,Google Play,5.00,369.00,4.17,307.50,0.83,61.50,0.00,3.39,250.00,3.39,250.00,0.00,0.00,3.39,250.00,0.013533"
RU,2020-05-05,Война токов,,,,Movie,,Nm_XajeRDn4.P,NULL,NULL,,,EST,HD,False,False,,Google Play,3.65,269.00,3.04,224.17,0.61,44.83,0.00,2.37,175.00,2.37,175.00,0.00,0.00,2.37,175.00,0.013533
RU,2020-05-05,Одесса,,,,Movie,,BdNzOEWo97M.P,NULL,NULL,,,EST,HD,False,False,,Google Play,5.00,369.00,4.17,307.50,0.83,61.50,0.00,3.39,250.00,3.39,250.00,0.00,0.00,3.39,250.00,0.013533
"RU,2020-05-05,""Отель """"Белград"""""",,,,Movie,,vvKfCzF7BVY.P,NULL,NULL,,,EST,HD,False,False,,Google Play,5.00,369.00,4.17,307.50,0.83,61.50,0.00,3.39,250.00,3.39,250.00,0.00,0.00,3.39,250.00,0.013533"
"RU,2020-05-31,""Отель """"Белград"""""",,,,Movie,,vvKfCzF7BVY.P,NULL,NULL,,,EST,HD,False,False,,Google Play,5.25,369.00,4.38,307.50,0.87,61.50,0.00,3.56,250.00,3.56,250.00,0.00,0.00,3.56,250.00,0.014206"
"RU,2020-05-31,""Отель """"Белград"""""",,,,Movie,,vvKfCzF7BVY.P,NULL,NULL,,,EST,HD,False,False,,Google Play,5.25,369.00,4.38,307.50,0.87,61.50,0.00,3.56,250.00,3.56,250.00,0.00,0.00,3.56,250.00,0.014206"
"RU,2020-05-31,""Отель """"Белград"""""",,,,Movie,,vvKfCzF7BVY.P,NULL,NULL,,,EST,HD,False,False,,Google Play,5.25,369.00,4.38,307.50,0.87,61.50,0.00,3.56,250.00,3.56,250.00,0.00,0.00,3.56,250.00,0.014206"
RU,2020-05-31,Внутренний огонь,,,,Movie,,kyE_hnt4NxQ.P,NULL,NULL,,,EST,HD,False,False,,Google Play,3.83,269.00,3.19,224.17,0.64,44.83,0.00,2.49,175.00,2.49,175.00,0.00,0.00,2.49,175.00,0.014206
RU,2020-05-31,Текст,,,,Movie,,BKbN_ok0LtA.P,NULL,NULL,,,EST,HD,False,False,,Google Play,4.68,329.00,3.90,274.17,0.78,54.83,0.00,3.56,250.00,3.56,250.00,0.00,0.00,3.56,250.00,0.014206
RU,2020-05-29,Война токов,,,,Movie,_vAt_QwjKfE,,NULL,NULL,,,EST,HD,False,False,,YouTube,3.82,269.00,3.18,224.17,0.64,44.83,0.00,2.49,175.00,2.49,175.00,0.00,0.00,2.49,175.00,0.014196
